rowid,uni_name,major,degree,season,decision,decision_method,decision_date,decision_timestamp,ugrad_gpa,gre_verbal,gre_quant,gre_writing,is_new_gre,gre_subject,status,post_data,post_timestamp,comments
5852,"University Of California, San Diego (UCSD)",CS,MS,F14,Rejected,E-mail,4-Nov-14,1397188800,3.4,155,168,3.5,TRUE,,International,11/4/14,1397188800,Admit from USC!
5856,University Of Southern California (USC),CS,MS,F14,Accepted,Postal Service,4-Oct-14,1397102400,3.4,145,161,3,TRUE,,International with US Degree,11/4/14,1397188800,"Finally one Cali school. GPA 3.4, 2 years of working experience, decent GRE, good LOR and SOP. no research or publication."
5866,Brandeis University,CS,PhD,F14,Rejected,Website,4-Oct-14,1397102400,3.86,147,161,3.5,TRUE,,International,11/4/14,1397188800,"It hurts a lot when your POI rejects you at very last moment with lame excuse ""I am not taking any new student this year"" ; although he encouraged me to apply as he was interested in my previous research work. Anyway the department is not so big for research and I have better options."
5867,University Of Southern California (USC),CS,MS,F14,Accepted,E-mail,4-Oct-14,1397102400,3.82,151,158,4,TRUE,,International,11/4/14,1397188800,"Submitted on 3rd Jan, Forwarded to Department on February, Decision on 10th March.

Good SOP, 2 strong LOR's, one conference publication."
5868,Brandeis University,CS,PhD,F14,Rejected,Website,4-Oct-14,1397102400,3.67,147,164,3,TRUE,,International,10/4/14,1397102400,mail to check my application status. 2 papers and one submitted journal. Wish good news for others.
5869,Virginia Tech,CS,MS,F14,Rejected,Website,4-Oct-14,1397102400,3.2,155,160,3.5,TRUE,,International,10/4/14,1397102400,5th reject in a row. Low on morale. Just a few more to go. I just hope I get into one of them..
5870,Pennsylvania State University (Penn State),CS,PhD,F14,Rejected,E-mail,4-Oct-14,1397102400,3.63,155,162,3.5,TRUE,,International,10/4/14,1397102400,
5873,"University Of California, San Diego (UCSD)",CS,PhD,F14,Rejected,E-mail,4-Oct-14,1397102400,3.33,157,170,4,TRUE,,American,10/4/14,1397102400,"Poor GPA, Solid GRE. 2+ years research experience. 2 pubs: 1 conference (best paper award), i journal. Machine learning interest."
5874,New York University (NYU),CS,PhD,F14,Rejected,E-mail,4-Oct-14,1397102400,3.33,157,170,4,TRUE,,American,10/4/14,1397102400,"Poor GPA, Solid GRE. 2+ years research experience. 2 pubs: 1 conference (best paper award), i journal. Machine learning interest."
5879,"University Of California, San Diego (UCSD)",CS,PhD,F14,Rejected,E-mail,4-Oct-14,1397102400,3.75,164,163,5,TRUE,,American,10/4/14,1397102400,"Received at 3am EST, so midnight PST. I withdrew my application a month ago. Not sure if that's why I got filed under ""rejection"" or if they were going to reject me anyway. BS in math, BA in computer science with a concentration in linguistics. 7 mos research experience in other CS field at time of application. One weak LOR, one decent (not from researcher), one strong. Female. ~3.9 GPA in both majors. Wanted to move to San Diego and looked for researchers that are close enough. :P"
5884,Brandeis University,CS,PhD,F14,Rejected,Website,4-Oct-14,1397102400,3.72,156,165,4,TRUE,,International with US Degree,10/4/14,1397102400,"Haven't heard from them, I think I am rejected. Has anyone else heard from the department?"
5885,"University Of California, San Diego (UCSD)",CS,PhD,F14,Rejected,E-mail,4-Oct-14,1397102400,3.76,141,161,3,TRUE,,International,10/4/14,1397102400,I loved UCSD ... :(
5889,"University Of California, San Diego (UCSD)",CS,PhD,F14,Rejected,E-mail,4-Oct-14,1397102400,3.8,142,165,2.5,TRUE,,International,10/4/14,1397102400,"Three strong LoRs, TOEFL : 101. Already got an offer from a better university."
5894,San Jose State University (SJSU),CS,MS,F14,Rejected,E-mail,4-Sep-14,1397016000,3.25,146,164,3,TRUE,,International,10/4/14,1397102400,3rd Rejection in a row!!
5895,SUNY Buffalo,CS,MS,F14,Rejected,E-mail,4-Sep-14,1397016000,3.25,146,164,3,TRUE,,International,10/4/14,1397102400,4th rejection in a row!
5897,"University Of California, San Diego (UCSD)",CS,PhD,F14,Rejected,E-mail,4-Oct-14,1397102400,3.6,159,170,3,TRUE,,International,10/4/14,1397102400,"Have admits from- Cornell, CMU, UIUC, GT, UT and UWisc!!"
5902,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F14,Accepted,E-mail,4-Oct-14,1397102400,3.73,153,170,3.5,TRUE,,International with US Degree,10/4/14,1397102400,"I'm the one who asked where my email should go. The original thread has been deleted. 

1 yr TA, 1 yr intern, couple research projects"
5906,Nothwestern University,CS,MS,F13,Accepted,E-mail,4-Sep-14,1397016000,3.8,160,150,3.5,TRUE,,International,9/4/14,1397016000,
5910,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,E-mail,4-Sep-14,1397016000,3.58,145,168,3,TRUE,,International,9/4/14,1397016000,not surprisingly..
5914,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,E-mail,4-Sep-14,1397016000,3.33,157,170,4,TRUE,,American,9/4/14,1397016000,"Email to check website. Low GPA, solid GREs. 2+ years research experience. 2 publications: 1 conference (best paper award), 1 journal. Machine Learning interest."
5918,Texas State University,CS,MS,F14,Accepted,E-mail,4-Sep-14,1397016000,3.3,162,168,3.5,TRUE,,American,9/4/14,1397016000,
5919,Columbia University,CS,MS,F14,Accepted,E-mail,4-Sep-14,1397016000,3.2,147,163,2.5,TRUE,,International,9/4/14,1397016000,
5920,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F14,Accepted,E-mail,4-Sep-14,1397016000,3.3,158,161,4.5,TRUE,,International,9/4/14,1397016000,"First admit after rejects from UCB, UIUC, UT Austin, Georgia Tech! So so relieved!! :) 

Since I hadn't heard from them, I wrote to them and they replied saying that I had been accepted! Since they also said that the official email from the grad school will be sent next week, I'm guessing that all other notifications will also be done at that time.

All d best to guys who haven't got admits yet. Don't lose hope. :-)"
5922,"Texas A&M University, College Station (TAMU)",CS,PhD,F14,Accepted,E-mail,4-Aug-14,1396929600,3.61,153,169,3,TRUE,,International,9/4/14,1397016000,5 years of TA or RA
5926,"University Of Michigan, Ann Arbor (UMich)",CS,PhD,F14,Accepted,E-mail,4-Sep-14,1397016000,3.75,152,165,4,TRUE,,International,9/4/14,1397016000,"undergrad from SJTU, 1 top-tier conference submission, strong LoRs, applied for machine learning and computer vision, interviewed last week"
5932,Columbia University,CS,MS,F14,Accepted,E-mail,4-Aug-14,1396929600,4,163,168,,TRUE,,International with US Degree,9/4/14,1397016000,No funding :(
5934,"University Of Florida, Gainesville (UFL)",CS,MS,F14,Accepted,E-mail,4-Sep-14,1397016000,3.7,155,163,4,TRUE,,International with US Degree,9/4/14,1397016000,Also got an achievement award scholarship for New Engineering Graduate Students. partial tuition waiver of $1500 a semester.
5938,New York University (NYU),CS,MS,F14,Accepted,E-mail,4-Aug-14,1396929600,3.73,157,164,4.5,TRUE,,American,8/4/14,1396929600,
5941,University Of Notre Dame,CS,MS,F14,Rejected,Website,4-Aug-14,1396929600,3.54,155,156,4,TRUE,,International,8/4/14,1396929600,"Their loss, though I certainly had high hopes for this program."
5942,Cornell University,ECE,PhD,F14,Accepted,E-mail,4-Aug-14,1396929600,3.86,156,166,3,TRUE,,International,8/4/14,1396929600,
5944,University Of Notre Dame,CS,MS,F14,Rejected,Website,4-Aug-14,1396929600,3.3,152,170,4,TRUE,,International,8/4/14,1396929600,Rejected by Notre Dame... so sad to do anything
5948,"University Of Texas, Austin (UT Austin)",ECE,MS,F14,Rejected,E-mail,4-Aug-14,1396929600,3.5,169,165,5,TRUE,,International,8/4/14,1396929600,"Sent a mail to Barry Levitch, Grad coordinator, who said that its most likely a denial. Why don't you just say its denied and be over with it? Very unprofessional from the University in general. They rarely reply to mails and still haven't updated my status."
5953,Columbia University,CS,MS,F14,Accepted,E-mail,4-Aug-14,1396929600,3.8,166,157,4,TRUE,,International,8/4/14,1396929600,Did anybody receive any word on funding ?
5961,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-May-14,1396670400,3.3,154,169,4,TRUE,,International,8/4/14,1396929600,
5962,Columbia University,CS,MS,F14,Accepted,E-mail,4-Aug-14,1396929600,3,160,168,3.5,TRUE,,International,8/4/14,1396929600,
5966,"University Of California, Davis (UCD)",ECE,PhD,F14,Accepted,E-mail,4-Jun-14,1396756800,3.9,165,170,4,TRUE,,International,8/4/14,1396929600,
5969,Columbia University,CS,MS,S14,Accepted,E-mail,4-Jul-14,1396843200,3.7,142,168,3,TRUE,,American,7/4/14,1396843200,"1 year of work experience, TA for a known professor and my wife biggest support :)"
5990,Carnegie Mellon University (CMU),ECE,PhD,F14,Accepted,E-mail,4-Jul-14,1396843200,3.6,159,170,3,TRUE,,International,7/4/14,1396843200,"My application was misclassified as a Spring 2014 candidate by the University and wasn't even considered :/ Fortunately, I happened to contact my POI, the professor was interested, took my interview and agreed to send an acceptance letter by this week. The second round of results of CMU will be rolling from Wednesday."
5995,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,4,161,163,4,TRUE,,International,6/4/14,1396756800,"Undergrad topper, 2 papers (second author), strong LoRs, 2+ years R & D experience in area of interest."
5996,Johns Hopkins University (JHU),CS,MS,F14,Accepted,E-mail,4-Jun-14,1396756800,3.8,157,166,4,TRUE,,International,6/4/14,1396756800,"Expected, but fee is too high (75000$) for a not so competitive program. Will go to Georgia Tech."
5997,"University Of California, Riverside (UCR)",CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3.4,159,158,4,TRUE,,American,6/4/14,1396756800,Non-CS undergrad with 15 related courses. 9k department fellowship
6010,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,3.8,157,168,4.5,TRUE,,International,6/4/14,1396756800,"Standard rejection email: ""You were good, but still we rejected you"" :p"
6011,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,3.8,157,168,4.5,TRUE,,International,6/4/14,1396756800,"Had such high hopes on this, Still trying to come to terms with this rejection :("
6013,McGill Unviversity,CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,3.8,165,142,2.5,TRUE,,International,6/4/14,1396756800,"Really amazed that I am rejected. Two strong LoRs, GPA : 3.80, TOEFL : 101. Very very strong resume. Already, I have an offer from a better university!"
6014,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,3.41,167,169,4,TRUE,,International,5/4/14,1396670400,WES GPA: 4/4
6015,Cornell University,CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.41,167,169,4,TRUE,,International,5/4/14,1396670400,WES GPA: 4/4
6016,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,3.41,167,169,4,TRUE,,International,5/4/14,1396670400,WES GPA: 4/4
6017,Duke University,CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,3.53,163,158,4.5,TRUE,,American,5/4/14,1396670400,MS in Software Engineering GPA 3.8
6019,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.88,157,165,3.5,TRUE,,International,5/4/14,1396670400,Losers!
6020,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,Website,4-Apr-14,1396584000,3.4,165,152,3,TRUE,,International,5/4/14,1396670400,
6021,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.93,155,167,3.5,TRUE,,International,5/4/14,1396670400,130 seats 1700 applicants
6022,Oregon State University,ECE,PhD,F14,Rejected,E-mail,4-May-14,1396670400,3.6,166,147,3,TRUE,,International,5/4/14,1396670400,OSUI have better choice~
6027,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,3.3,158,161,4.5,TRUE,,International,5/4/14,1396670400,Non-CS undergrad. 4 rejects in a row. Yet to get an acceptance. :-( I'm searching for a bridge to jump off now.. :'(
6028,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,Website,4-May-14,1396670400,3.67,146,165,3,TRUE,,International,5/4/14,1396670400,usual mail
6037,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.8,162,164,5,TRUE,,International,5/4/14,1396670400,Sigh. :(
6042,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.72,167,167,4,TRUE,,American,5/4/14,1396670400,Non CS Undergrad.
6044,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.8,153,166,,TRUE,,International,5/4/14,1396670400,We received over 1700 applications for fewer than 130 spots.
6046,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-May-14,1396670400,3.8,153,166,,TRUE,,International,5/4/14,1396670400,GPA 3.8. 3 research publications. Sent email to ask my status and got the email of rejection. Somewhat out of my expectation.
6055,Pennsylvania State University (Penn State),CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,3.51,150,165,3.5,TRUE,,International,4/4/14,1396584000,
6056,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,3.47,156,170,3.5,TRUE,,International,4/4/14,1396584000,"To everyone who sees decision made on the portal, there will be a decision letter under status (which should ideally be accepted). You can see you decision there. Disappointed with the result. Will be going to Columbia though :)"
6059,University Of Notre Dame,CS,PhD,F14,Rejected,Website,4-Apr-14,1396584000,3.63,155,162,3.5,TRUE,,International,4/4/14,1396584000,
6061,Dartmouth College,CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,3.86,147,161,3.5,TRUE,,International,4/4/14,1396584000,"We received 158 applications for an incoming class of 10 students.  As a result, many highly qualified students had to be denied admission."
6072,"University Of California, Irvine (UCI)",CS,MS,F14,Accepted,E-mail,4-Feb-14,1396411200,3.5,150,160,3.5,TRUE,,American,4/4/14,1396584000,"To the poster below who asked about my profile. My I had previous technical internship experience and worked in database industry for another 2 years. Took a lot of CS classes in undergraduate(more than a minor). I have 4 letters of recommendation ( 1 from undergraduate institute, 3 strong LORs from my work)"
6079,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.81,162,162,5.5,TRUE,,American,4/4/14,1396584000,"Didn't study CS in undergrad, post-bac at Columbia for one year in CS. Accepted to MS @ Wisconsin and Columbia, but this was #1 b/c I'm in state. I'm disappointed."
6085,Columbia University,CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,3.2,161,161,4,TRUE,,International,4/4/14,1396584000,"2 years research experience, 1 paper."
6086,Simon Fraser University (SFU),CS,MS,F14,Accepted,E-mail,3-Apr-14,1393909200,3.8,165,162,3.5,TRUE,,International,4/4/14,1396584000,Course work.
6087,SUNY Stony Brook,CS,MS,F14,Accepted,E-mail,4-Apr-14,1396584000,3.4,152,163,3,TRUE,,International,4/4/14,1396584000,No funding. 4 years of irrelevant work ex
6088,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Accepted,E-mail,4-Apr-14,1396584000,3.8,155,165,4.5,TRUE,,International,4/4/14,1396584000,"Mailed gradadm@cs.ucla.edu for the status. They replied after a couple of days saying I got an admit.



Super excited!"
6090,Georgia State University (GSU),IS,PhD,F14,Accepted,Phone,4-Feb-14,1396411200,3.97,153,162,3.5,TRUE,,International,4/4/14,1396584000,Was interviewed 1 and half week back. Got call on 2nd. Excited as well as looking forward to joining the program.
6096,Cornell University,CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.6,162,158,5,TRUE,,International,4/4/14,1396584000,"M.Eng. program. Very generic, impersonal email. Shame on you, CS dept."
6097,University Of Delaware,ECE,PhD,F14,Rejected,E-mail,3-Apr-14,1393909200,3.92,147,167,3,TRUE,,International,4/4/14,1396584000,Why the school rejected me?
6098,Duke University,ECE,PhD,F14,Rejected,E-mail,3-Apr-14,1393909200,3.92,147,167,3,TRUE,,International,4/4/14,1396584000,"The school should have rejected my earlier, wonder what has take them so long or if  

the period of rejection is during late March to April."
6099,George Mason University (GMU),ECE,MS,F14,Accepted,E-mail,4-Apr-14,1396584000,3,148,165,3,TRUE,,International,4/4/14,1396584000,
6100,"Indiana University, Bloomington",CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,3.73,153,170,3.5,TRUE,,International with US Degree,4/4/14,1396584000,"1 yr TA, 1 yr intern, couple research projects; Rejected from PhD program but was offered MS option"
6101,Duke University,ECE,PhD,F14,Rejected,E-mail,4-Mar-14,1396497600,3.51,159,169,3.5,TRUE,,American,4/4/14,1396584000,Received email to check website for decision letter.
6122,University Of Kansas,CS,PhD,F14,Accepted,E-mail,4-Mar-14,1396497600,3.45,158,162,5,TRUE,,American,3/4/14,1396497600,"Just got accepted to KU, waiting to hear on funding and such."
6130,"University Of Massachusetts, Amherst (UMass)",CS,PhD,F14,Rejected,Website,4-Feb-14,1396411200,3.6,147,164,3,TRUE,,International,3/4/14,1396497600,"2 papers and 1 journal, From Sharif uni, Iran."
6131,"University Of Massachusetts, Amherst (UMass)",CS,PhD,F14,Rejected,E-mail,4-Mar-14,1396497600,3.7,163,170,4.5,TRUE,,International with US Degree,3/4/14,1396497600,
6132,Ohio State University (OSU),CS,PhD,F14,Accepted,E-mail,4-Jan-14,1396324800,3.5,166,155,3,TRUE,,International,3/4/14,1396497600,"No words of funding, cannot be there without it : ("
6135,"University Of Massachusetts, Amherst (UMass)",CS,MS,F14,Rejected,Website,4-Mar-14,1396497600,3,160,168,3.5,TRUE,,International,3/4/14,1396497600,
6136,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.8,157,166,4,TRUE,,International,3/4/14,1396497600,"Mailed them asking for admission status, they replied with a standard rejection letter. Status got updated on website few days later."
6137,New York University (NYU),CS,MS,F14,Accepted,E-mail,4-Feb-14,1396411200,3.14,166,167,4.5,TRUE,,International,3/4/14,1396497600,6k scholarship
6140,University Of Pennsylvania (UPenn),CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3,154,170,,TRUE,,International,3/4/14,1396497600,"""Competition for admission to our School is keen, and the number of applications we receive each year is large. We appreciate your interest in the School of Engineering and Applied Science and wish you success in your future endeavors."""
6141,"University Of Massachusetts, Amherst (UMass)",CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.2,151,168,3.5,TRUE,,International,3/4/14,1396497600,Typical word of rejection. Too many competitive applicant...blablabla...
6142,"University Of Massachusetts, Amherst (UMass)",CS,MS,F14,Rejected,Website,4-Mar-14,1396497600,3.2,161,161,4,TRUE,,International,3/4/14,1396497600,"2 years research experience, 1 paper."
6150,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.8,154,162,3.5,TRUE,,International,3/4/14,1396497600,As usual :(`
6153,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.72,155,170,3,TRUE,,International,3/4/14,1396497600,
6154,"University Of California, Santa Barbara (UCSB)",ECE,MS,F14,Accepted,E-mail,4-Mar-14,1396497600,3.51,153,167,3.5,TRUE,,International,3/4/14,1396497600,Finally I have somewhere to go !!!!!! Thank god !!!! Good luck to everyone
6168,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,3.88,157,165,3.5,TRUE,,International,2/4/14,1396411200,Huh. Its too cold anyway! -_-
6174,University Of British Columbia (UBC),CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3.8,142,165,2.5,TRUE,,International,2/4/14,1396411200,"From University of Tehran, Iran. Funding is available for me. Undergraduate GPA : 3.80, TOEFL : 101."
6176,University Of Alberta,CS,MS,F14,Accepted,E-mail,24-03-2014,1395633600,3.8,142,165,2.5,TRUE,,International,2/4/14,1396411200,"From University of Tehran, Iran. Full funding in the form of TA/RA is available for me. Undergrad GPA : 3.80, TOEFL : 101."
6178,University Of Southern California (USC),CS,MS,F14,Accepted,E-mail,4-Feb-14,1396411200,3.55,151,164,3.5,TRUE,,International,2/4/14,1396411200,Finally...
6179,"University Of Michigan, Ann Arbor (UMich)",CS,PhD,F14,Rejected,E-mail,4-Feb-14,1396411200,3.85,160,152,5.5,TRUE,,American,2/4/14,1396411200,"Generic email. Kind of expected it, so no real big surprise. Glad I already got into my #1 choice with funding!"
6180,"University Of California, Davis (UCD)",ECE,PhD,F14,Accepted,E-mail,4-Feb-14,1396411200,3.86,165,170,,TRUE,,American,2/4/14,1396411200,
6195,McGill Unviversity,ECE,MS,F14,Rejected,Website,2-Apr-14,1391490000,3.1,154,166,4.5,TRUE,,International,2/4/14,1396411200,Strong LOR's and industry experience but got killed by the GPA. Anyhow it was predictable.
6197,"University Of Florida, Gainesville (UFL)",CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,3.5,150,162,3.5,TRUE,,International,2/4/14,1396411200,
6199,"University Of Florida, Gainesville (UFL)",CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,3.88,157,165,3.5,TRUE,,International,2/4/14,1396411200,"Paper, 2 research internships, toefl 117. Suckers!"
6200,University Of Southern California (USC),CS,MS,F14,Accepted,E-mail,3-Aug-14,1394254800,3.63,158,166,4,TRUE,,International,2/4/14,1396411200,
6201,SUNY Stony Brook,CS,MS,F14,Accepted,Website,24-03-2014,1395633600,3.8,154,166,3,TRUE,,International,2/4/14,1396411200,
6204,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Accepted,E-mail,4-Feb-14,1396411200,3.8,154,166,3,TRUE,,International,2/4/14,1396411200,"Sent them mail asking about the status and got good news in reply! 

Ecstatic and so happy! :)"
6206,Northeastern University,CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,3.2,161,161,4,TRUE,,International,2/4/14,1396411200,"2 years research experience, 1 paper."
6208,"Indiana University, Bloomington",CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,3.2,161,161,4,TRUE,,International,2/4/14,1396411200,"2 years research experience, 1 paper."
6209,Rensselaer Polytechnic Institute (RPI),CS,MS,F14,Accepted,E-mail,4-Feb-14,1396411200,3.2,161,161,4,TRUE,,International,2/4/14,1396411200,"2 years research experience, 1 paper."
6212,"University Of California, Santa Barbara (UCSB)",CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,3.2,151,167,3.5,TRUE,,International,2/4/14,1396411200,"6 rejects from - UWisc, Yale, UT Austin, UCSB, UCSC, NCSU. Only admit from CMU INI for MSIN \m/"
6214,"University Of Florida, Gainesville (UFL)",CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,3.82,151,158,4,TRUE,,International,2/4/14,1396411200,
6215,North Caroline State University (NCSU),CS,MS,F14,Accepted,Website,13-03-2014,1394683200,3.93,165,159,3.5,TRUE,,International,2/4/14,1396411200,"TOEFL 117. No funding. Portal first, and email within 24 hours. Master of CS degree by default, can be changed to MS in CS (thesis) later.  Good university."
6216,California Institute Of Technology (Caltech),CS,PhD,F14,Rejected,E-mail,4-Feb-14,1396411200,3.5,142,169,4,TRUE,,International,2/4/14,1396411200,
6217,SUNY Buffalo,CS,MS,F14,Accepted,E-mail,31-03-2014,1396238400,3.2,157,158,4.5,TRUE,,American,2/4/14,1396411200,B.S. Applied Physics
6223,Purdue University,CS,PhD,F14,Accepted,E-mail,3-Jun-14,1394082000,3.87,161,163,5.5,TRUE,,American,2/4/14,1396411200,
6224,"University Of California, Davis (UCD)",ECE,PhD,F14,Accepted,E-mail,4-Feb-14,1396411200,3.9,160,170,,TRUE,,International,2/4/14,1396411200,
6225,"University Of California, Santa Barbara (UCSB)",CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,3.98,159,158,4,TRUE,,American,2/4/14,1396411200,"Ehhh, I had it comin"
6228,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,4-Jan-14,1396324800,3.63,156,153,3,TRUE,,American,2/4/14,1396411200,
6229,Illinois Institute Of Technology,CS,MS,F14,Accepted,E-mail,4-Feb-14,1396411200,3.87,160,161,3,TRUE,,International,2/4/14,1396411200,
6230,University Of Waterloo,CS,MS,F14,Accepted,Website,4-Jan-14,1396324800,3.27,161,155,3,TRUE,,International,1/4/14,1396324800,"For LUMS , Pakistan! Strong LORs and Research Internships. YEAH!!!!"
6231,"University Of California, Riverside (UCR)",CS,PhD,F14,Rejected,E-mail,4-Jan-14,1396324800,4,154,164,4,TRUE,,International,1/4/14,1396324800,"The 5th straight rejection! Do I suck so bad? :( Only got admitted to USF and UCF, both of which haven't offered my any funds yet... I have good averages, GRE/TOEFL scores and good LoR's.... Why? :-("
6237,Nothwestern University,CS,PhD,F14,Rejected,E-mail,4-Jan-14,1396324800,3.23,159,170,5,TRUE,,American,1/4/14,1396324800,
6241,"University Of California, San Diego (UCSD)",CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3.88,152,164,2.5,TRUE,,International,1/4/14,1396324800,GPA3.88 V152 Q164 AW2.5
6251,North Caroline State University (NCSU),ECE,MS,F14,Accepted,Website,4-Jan-14,1396324800,3.43,151,166,3.5,TRUE,,International,1/4/14,1396324800,Applied to the PhD accepted for Master. Already have a better offer and will decline.
6253,University Of Southern California (USC),CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3.4,155,168,3.5,TRUE,,International,1/4/14,1396324800,"from IIT, India"
6254,Cornell University,CS,MS,F13,Accepted,E-mail,31-03-2014,1396238400,3.66,153,163,3.5,TRUE,,International with US Degree,1/4/14,1396324800,Master of Engineering
6263,Rice University,ECE,PhD,F14,Accepted,E-mail,31-03-2014,1396238400,3.85,161,166,3.5,TRUE,,International,1/4/14,1396324800,From BUET and EMMNano. 10  Publications.
6265,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Jan-14,1396324800,3,160,168,3.5,TRUE,,International,1/4/14,1396324800,
6266,SUNY Buffalo,CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3,160,168,3.5,TRUE,,International,1/4/14,1396324800,No financial Aid
6270,"University Of Colorado, Boulder",CS,PhD,F14,Rejected,E-mail,31-03-2014,1396238400,3.56,147,164,3,TRUE,,International,1/4/14,1396324800,"2 papers and 1 journal, From Iran, Sharif Uni."
6271,Georgia Institute Of Technology (GTech),CS,MS,F14,Accepted,Website,4-Jan-14,1396324800,3.92,154,161,4.5,TRUE,,International,1/4/14,1396324800,Wasn't Expecting it......have to choose between this and CMU INI (MSIN)
6272,"University Of Michigan, Ann Arbor (UMich)",CS,PhD,F14,Rejected,E-mail,4-Jan-14,1396324800,3.6,159,170,3,TRUE,,International,1/4/14,1396324800,"Admitted to Cornell, UIUC, UT, GT and UWisc!  Rejection hardly matters :P"
6273,SUNY Stony Brook,CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3.6,159,166,4.5,TRUE,,International,1/4/14,1396324800,"5 papers, 1 year work ex at top MNC, 1 good research internship. No funding information, though."
6275,SUNY Stony Brook,CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3.42,152,167,3.5,TRUE,,International,1/4/14,1396324800,
6283,"Indiana University, Bloomington",CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3.8,153,164,4.5,TRUE,,International,1/4/14,1396324800,Have to reply before the 15th of April
6284,"University Of Colorado, Boulder",CS,PhD,F14,Rejected,E-mail,31-03-2014,1396238400,3.9,165,163,4,TRUE,,American,1/4/14,1396324800,"Like the rest - offered a slot in the masters program with a ""fellowship"" of 300 whole, american dollars. Try not to spend it all in one place!"
6287,SUNY Buffalo,CS,MS,F14,Accepted,E-mail,31-03-2014,1396238400,3.2,151,168,3.5,TRUE,,International,1/4/14,1396324800,One of my safe schools. No any form of financial support. Appreciate the admission but i guess i won't go there.
